"id","name","code","user_type_id/id","chart_template_id/id","reconcile"
"pcg_162","Emprunts obligataires convertibles","162","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1621","Emprunt Principal (obligataires convertibles)","1621","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1628","Intérêts courus et non échus (obligataires convertibles)","1628","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_163","Autres emprunts obligataires","163","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1631","Emprunt Principal (Autres emprunts obligataires)","1631","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1638","Intérêts courus et non échus (Autres emprunts obligataires)","1638","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_164","Emprunts auprès des établissements de crédit","164","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1641","Emprunts  à Court  Terme","1641","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1642","Emprunts à Moyen Terme","1642","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1643","Emprunts à Long Terme","1643","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1646","Intérêts intercalaires","1646","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1648","Intérêts courus et non échus","1648","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_165","Dépôts et cautionnements reçus","165","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1651","Dépôts reçus","1651","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1655","Cautionnements reçus","1655","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1658","Intérêts courus et non échus","1658","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_167","Dettes sur contrat de location-financement","167","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1671","Financement Principal","1671","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1678","Intérêts courus et non échus","1678","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_168","Autres emprunts et dettes assimilés","168","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_168","Autres emprunts et dettes assimilés","168","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1681","Emprunt Principal","1681","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1688","Intérêts courus et non échus","1688","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_169","Primes de remboursement des obligations","169","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_171","Dettes rattachées à des participations groupe","171","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_172","Dettes rattachées à des participations hors groupe","172","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_173","Dettes rattachés à des sociétés en participation","173","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_178","Autres dettes rattachés à des participations","178","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_181","Comptes de liaison entre établissements","181","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1814","Créances inter-Unités (ou établissement)","1814","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1815","Dettes inter-Unités (ou établissement)","1815","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1816","Charges inter-Unités (ou établissement)","1816","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1817","Produis inter-Unités (ou établissement)","1817","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_188","Comptes de liaison des sociétés en participation","188","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1884","Créances sur la participation ou GIE","1884","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_18841","Créances commerciales","18841","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_18842","Créances financières","18842","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_1885","Dettes envers la participation ou GIE","1885","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_18851","Dettes commerciales","18151","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_18852","Dettes financières","18152","account.data_account_type_current_liabilities","l10n_dz_pcg_chart_template","False"
"pcg_203","Frais de développement immobilisables","203","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_204","Logiciels informatiques et assimilés","204","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2041","Logiciels de traitements informatiques","2041","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2042","Hébergement site Web","2042","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_205","Concessions et droits similaires, brevets, licences, marques","205","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2051","Droit à la propriété industrielle et commerciale","2051","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2058","Autres droits similaires (concession et  franchise)","2058","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_207","Ecart d’acquisition – « goodwill »","207","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2071","Ecart d'acquisition positif (goodwill)","2071","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2072","Autres écarts d’acquisitions ou de fusions","2072","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2079","Ecart d'acquisition négatif (badwill)","2079","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_208","Autres immobilisations incorporelles","208","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2081","Fonds de commerce","2081","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2082","Droit au bail","2082","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2087","Actif environnemental","2087","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_211","Terrains","211","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2111","Terrains nus","2111","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2112","Terrains bâtis","2112","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21121","Terrains administratifs et commerciaux","21121","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21122","Terrains industriels","21122","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2113","Terrains aménagés","2113","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21131","Terrains aménagés en aires de stockage","21131","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21132","Terrains aménagés en aires de stationnement et parking","21132","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2114","Terrains de gisement (carrières)","2114","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_212","Agencements et aménagements des terrains","212","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2121","Aménagement d’espaces verts","2121","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2122","Autres agencements et aménagements de terrains","2122","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_213","Constructions","213","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2131","Bâtiments administratifs et commerciaux","2131","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21311","Bâtiment Structure","21311","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21312","Bâtiment composant A","21312","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21313","Bâtiment composant B","21313","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21314","Bâtiment composant C","21314","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2132","Bâtiments industriels (à décomposer en cas de besoin)","2132","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2133","Bâtiments sociaux (CMS – CANTINE – REFECTOIRE)","2133","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2134","Immeubles de placement","2134","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21341","Logements du personnel","21341","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21348","Autres immeubles de placement","21348","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2135","Autres constructions","2135","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2136","Agencements, aménagements et installations des bâtiments","2136","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2137","Ouvrages d’infrastructures : Voies de transport ou d'accès","2137","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2138","Autres travaux d'aménagement sur ouvrages d’infrastructures","2138","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_215","Installations techniques, matériel et outillage industriels","215","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2151","Installations complexes spécialisées","2151","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2153","Installations à caractère spécifique","2153","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2154","Matériel industriel","2154","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2155","Outillage industriel","2155","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2157","Agencements et aménagements du matériel et outillage industriel","2157","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2158","Autres matériels et outillage industriel","2158","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_218","Autres immobilisations corporelles","218","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2181","Installations générales agencements aménagements divers","2181","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2182","Matériel de transport","2182","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21821","Matériel de transport : Véhicules Lourds","21821","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21822","Matériel de transport : Véhicules Utilitaires inférieurs à 3,5 T","21822","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21823","Matériel de transport : Véhicules Légers de tourisme","21823","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21824","Matériels de transport en commun","21824","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21828","Autres matériels roulants","21828","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2183","Matériel de bureautique et d'informatique","2183","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21831","Matériel de bureau","21831","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21832","Matériel informatique","21832","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21834","Matériel de communication, de projection et d’insonorisation","21834","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21835","Matériel didactique de formation","21835","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21838","Autres équipements de bureau","21838","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2184","Mobilier","2184","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21841","Mobilier de bureau","21841","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21848","Autres mobiliers d'ameublement ou d'accueil","21848","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2185","Autres mobiliers et matériels divers","2185","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21851","Mobiliers et équipements ménagers des logements de fonction","21851","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21852","Mobilier et matériel médical de secours","21852","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21853","Mobilier et matériel de cantine et réfectoire","21853","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_21858","Autres mobiliers et matériels divers","21858","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2186","Actifs biologiques","2186","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2187","Emballages récupérables","2187","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_221","Terrains en concession","221","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_222","Agencements et aménagements de terrain en concession","222","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_223","Constructions en concession","223","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_225","Installations techniques en concession","225","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_228","Autres immobilisations corporelles en concession","228","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_229","Droits du concédant","229","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_232","Immobilisations corporelles en cours","232","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2322","Terrains en cours ","2322","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2323","Constructions en cours","2323","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2325","Installations techniques, matériels et outillage industriels en cours","2325","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2328","Autres immobilisations corporelles en cours","2328","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_237","Immobilisations incorporelles en cours","237","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_238","Avances et acomptes versés sur commandes d'immobilisations","238","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2382","Avances sur commandes d’immobilisations incorporelles","2382","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_23821","Avances sur acquisitions de logiciels","23821","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_23828","Avances sur acquisitions d'autres immobilisations incorporelles","23828","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2384","Avances sur commandes d’immobilisations corporelles","2384","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_23841","Avances & acomptes sur acquisitions de terrains","23841","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_23842","Avances & acomptes sur constructions","23842","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_23843","Avances sur acquisitions d'installations techniques","23843","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_23844","Avances sur acquisitions de matériels et outillages industriels","23844","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_23845","Avances sur acquisitions autres mobiliers et matériels","23845","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_23848","Avances sur commandes d’autres immobilisations corporelles","23848","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_261","Titres de filiales","261","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_262","Autres titres de participation","262","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_265","Titres de participation évalués par équivalence (entreprises associés)","265","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_266","Créances rattachées à des participations groupe","266","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_267","Créances rattachés à des participations hors groupe","267","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_268","Créances rattachés à des sociétés en participation","268","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_269","Versements restant à effectuer sur titres de participation non libérés","269","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_271","Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille","271","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_272","Titres représentatifs de droit de créance (obligations, bons)","272","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2721","Obligations à terme","2721","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2722","Bons du Trésor","2722","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2723","Dépôts à terme (DAT > 12 mois)","2723","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_273","Titres immobilisés de l'activité de portefeuille (TIAP)","273","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_274","Prêts et créances sur contrat de location-financement","274","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2741","Prêts participatifs","2741","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2742","Prêts au personnel","2742","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2743","Autres prêts accordés","2743","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2744","Créances sur contrat de location-financement","2744","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2748","Intérêts courus sur prêts et créances de crédit bail","2748","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_275","Dépôts et cautionnements versés","275","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2751","Dépôts versés","2751","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2752","Cautionnements versés aux fonds de garantie","2752","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2753","Cautions de soumissions","2753","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2754","Cautions de bonne exécution ou de bonne fin","2754","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
"pcg_2755","Cautionnements versés sur loyers (Loyers d'avance)","2755","account.data_account_type_current_assets","l10n_dz_pcg_chart_template","False"
